1	1144070.22 	3516201.65 	55.92 	4.94 	1	1
2	1144070.23 	3516201.66 	55.95 	4.94 	1	1
3	1144070.28 	3516201.70 	55.94 	4.97 	1	1
4	1144070.34 	3516201.74 	55.96 	5.00 	1	1
5	1144070.39 	3516201.78 	55.95 	5.02 	1	1
6	1144070.45 	3516201.83 	55.94 	5.03 	1	1
7	1144070.50 	3516201.87 	55.96 	5.06 	1	1
8	1144070.56 	3516201.91 	55.98 	5.09 	1	1
9	1144070.61 	3516201.95 	55.99 	5.15 	1	1
10	1144070.67 	3516202.00 	55.99 	5.24 	1	1
11	1144070.73 	3516202.05 	55.98 	5.36 	1	1
12	1144070.79 	3516202.09 	55.90 	5.45 	1	1
13	1144070.85 	3516202.10 	55.90 	5.47 	1	1
14	1144070.92 	3516202.16 	55.90 	5.58 	1	1
15	1144070.98 	3516202.22 	55.88 	5.69 	1	1
16	1144071.03 	3516202.27 	55.89 	5.79 	1	1
17	1144071.10 	3516202.33 	55.90 	5.88 	1	1
18	1144071.16 	3516202.38 	55.89 	5.95 	1	1
19	1144071.23 	3516202.43 	55.89 	5.99 	1	1
20	1144071.30 	3516202.48 	55.90 	6.03 	1	1
21	1144071.37 	3516202.54 	55.92 	6.09 	1	1
22	1144071.44 	3516202.59 	55.91 	6.17 	1	1
23	1144071.51 	3516202.64 	55.91 	6.26 	1	1
24	1144071.58 	3516202.69 	55.94 	6.38 	1	1
25	1144071.65 	3516202.75 	55.95 	6.54 	1	1
26	1144071.72 	3516202.80 	55.95 	6.74 	1	1
27	1144071.80 	3516202.86 	55.97 	6.96 	1	1
28	1144071.88 	3516202.92 	56.00 	7.20 	1	1
29	1144071.96 	3516202.99 	56.00 	7.44 	1	1
30	1144072.04 	3516203.05 	56.02 	7.66 	1	1
31	1144072.12 	3516203.12 	56.05 	7.90 	1	1
32	1144072.21 	3516203.19 	55.99 	8.11 	1	1
33	1144072.33 	3516203.23 	56.00 	8.23 	1	1
34	1144072.42 	3516203.30 	56.00 	8.47 	1	1
35	1144072.50 	3516203.39 	56.01 	8.72 	1	1
36	1144072.60 	3516203.47 	56.01 	8.96 	1	1
37	1144072.69 	3516203.55 	56.03 	9.19 	1	1
38	1144072.80 	3516203.64 	56.03 	9.42 	1	1
39	1144072.91 	3516203.71 	56.03 	9.64 	1	1
40	1144073.02 	3516203.80 	56.04 	9.85 	1	1
41	1144073.13 	3516203.88 	56.05 	10.05 	1	1
42	1144073.24 	3516203.97 	56.07 	10.27 	1	1
43	1144073.37 	3516204.05 	56.07 	10.49 	1	1
44	1144073.48 	3516204.15 	56.06 	10.71 	1	1
45	1144073.60 	3516204.25 	56.09 	10.95 	1	1
46	1144073.72 	3516204.34 	56.11 	11.22 	1	1
47	1144073.86 	3516204.43 	56.12 	11.48 	1	1
48	1144073.98 	3516204.53 	56.17 	11.74 	1	1
49	1144074.11 	3516204.64 	56.21 	12.00 	1	1
50	1144074.25 	3516204.75 	56.24 	12.25 	1	1
51	1144074.39 	3516204.86 	56.29 	12.51 	1	1
52	1144074.54 	3516204.96 	56.27 	12.76 	1	1
53	1144074.73 	3516205.03 	56.30 	12.98 	1	1
54	1144074.86 	3516205.15 	56.34 	13.23 	1	1
55	1144074.98 	3516205.28 	56.40 	13.47 	1	1
56	1144075.14 	3516205.40 	56.47 	13.72 	1	1
57	1144075.29 	3516205.51 	56.48 	13.96 	1	1
58	1144075.44 	3516205.63 	56.51 	14.20 	1	1
59	1144075.61 	3516205.75 	56.55 	14.44 	1	1
60	1144075.77 	3516205.87 	56.60 	14.66 	1	1
61	1144075.94 	3516206.00 	56.66 	14.89 	1	1
62	1144076.10 	3516206.13 	56.69 	15.11 	1	1
63	1144076.29 	3516206.25 	56.74 	15.33 	1	1
64	1144076.46 	3516206.39 	56.81 	15.55 	1	1
65	1144076.63 	3516206.52 	56.87 	15.76 	1	1
66	1144076.81 	3516206.65 	56.93 	15.97 	1	1
67	1144077.00 	3516206.78 	56.99 	16.18 	1	1
68	1144077.17 	3516206.91 	57.05 	16.38 	1	1
69	1144077.36 	3516207.06 	57.10 	16.57 	1	1
70	1144077.54 	3516207.19 	57.16 	16.76 	1	1
71	1144077.73 	3516207.34 	57.22 	16.96 	1	1
72	1144077.93 	3516207.47 	57.21 	17.14 	1	1
73	1144078.18 	3516207.58 	57.26 	17.31 	1	1
