1	386577.21 	3124941.98 	276.28 	1.39 	1	1
2	386577.21 	3124941.98 	276.28 	1.42 	1	1
3	386577.18 	3124941.99 	276.28 	1.53 	1	1
4	386577.13 	3124942.00 	276.25 	1.63 	1	1
5	386577.08 	3124942.00 	276.25 	1.73 	1	1
6	386577.03 	3124942.02 	276.24 	1.84 	1	1
7	386576.98 	3124942.02 	276.24 	1.95 	1	1
8	386576.92 	3124942.03 	276.23 	2.06 	1	1
9	386576.85 	3124942.04 	276.23 	2.17 	1	1
10	386576.80 	3124942.04 	276.19 	2.27 	1	1
11	386576.73 	3124942.05 	276.15 	2.37 	1	1
12	386576.65 	3124942.05 	276.13 	2.47 	1	1
13	386576.60 	3124942.07 	276.13 	2.56 	1	1
14	386576.52 	3124942.08 	276.13 	2.67 	1	1
15	386576.45 	3124942.09 	276.11 	2.76 	1	1
16	386576.37 	3124942.10 	276.06 	2.87 	1	1
17	386576.28 	3124942.11 	276.03 	2.97 	1	1
18	386576.20 	3124942.11 	275.99 	3.06 	1	1
19	386576.12 	3124942.14 	275.96 	3.15 	1	1
20	386576.03 	3124942.14 	275.94 	3.24 	1	1
21	386575.93 	3124942.15 	275.93 	3.34 	1	1
22	386575.84 	3124942.17 	275.92 	3.50 	1	1
23	386575.75 	3124942.17 	275.89 	3.59 	1	1
24	386575.65 	3124942.18 	275.88 	3.68 	1	1
25	386575.55 	3124942.20 	275.85 	3.76 	1	1
26	386575.44 	3124942.21 	275.81 	3.83 	1	1
27	386575.34 	3124942.22 	275.75 	3.91 	1	1
28	386575.24 	3124942.23 	275.67 	3.99 	1	1
29	386575.14 	3124942.24 	275.61 	4.06 	1	1
30	386575.03 	3124942.26 	275.60 	4.13 	1	1
31	386574.92 	3124942.27 	275.57 	4.18 	1	1
32	386574.83 	3124942.28 	275.51 	4.20 	1	1
33	386574.71 	3124942.29 	275.46 	4.27 	1	1
34	386574.59 	3124942.30 	275.43 	4.33 	1	1
35	386574.48 	3124942.32 	275.42 	4.38 	1	1
36	386574.35 	3124942.33 	275.40 	4.45 	1	1
37	386574.24 	3124942.34 	275.35 	4.51 	1	1
38	386574.13 	3124942.35 	275.33 	4.58 	1	1
39	386574.01 	3124942.37 	275.30 	4.65 	1	1
40	386573.88 	3124942.39 	275.25 	4.72 	1	1
41	386573.76 	3124942.40 	275.23 	4.75 	1	1
42	386573.68 	3124942.40 	275.23 	4.65 	1	1
43	386573.52 	3124942.43 	275.21 	4.71 	1	1
44	386573.39 	3124942.44 	275.18 	4.77 	1	1
45	386573.26 	3124942.45 	275.15 	4.84 	1	1
46	386573.13 	3124942.46 	275.11 	4.90 	1	1
47	386573.00 	3124942.48 	275.07 	4.97 	1	1
48	386572.87 	3124942.50 	275.04 	5.03 	1	1
49	386572.74 	3124942.51 	275.02 	5.09 	1	1
50	386572.59 	3124942.53 	275.00 	5.17 	1	1
51	386572.47 	3124942.54 	274.95 	5.19 	1	1
52	386572.36 	3124942.53 	274.94 	5.06 	1	1
53	386572.19 	3124942.56 	274.90 	5.14 	1	1
54	386572.05 	3124942.58 	274.84 	5.21 	1	1
55	386571.91 	3124942.60 	274.79 	5.27 	1	1
56	386571.77 	3124942.61 	274.75 	5.33 	1	1
57	386571.62 	3124942.62 	274.71 	5.39 	1	1
58	386571.47 	3124942.64 	274.70 	5.47 	1	1
59	386571.33 	3124942.65 	274.67 	5.53 	1	1
60	386571.18 	3124942.67 	274.63 	5.60 	1	1
61	386571.03 	3124942.68 	274.57 	5.62 	1	1
62	386570.91 	3124942.66 	274.52 	5.49 	1	1
63	386570.74 	3124942.71 	274.46 	5.55 	1	1
64	386570.59 	3124942.72 	274.43 	5.60 	1	1
65	386570.43 	3124942.73 	274.42 	5.68 	1	1
66	386570.27 	3124942.76 	274.40 	5.73 	1	1
67	386570.12 	3124942.77 	274.39 	5.78 	1	1
68	386569.96 	3124942.79 	274.36 	5.84 	1	1
69	386569.80 	3124942.80 	274.33 	5.90 	1	1
70	386569.64 	3124942.82 	274.29 	5.94 	1	1
71	386569.49 	3124942.83 	274.27 	5.95 	1	1
72	386569.35 	3124942.82 	274.27 	5.83 	1	1
73	386569.18 	3124942.86 	274.26 	5.86 	1	1
74	386569.02 	3124942.88 	274.26 	5.92 	1	1
75	386568.85 	3124942.89 	274.30 	5.98 	1	1
76	386568.68 	3124942.90 	274.34 	6.02 	1	1
77	386568.52 	3124942.91 	274.40 	6.04 	1	1
78	386568.35 	3124942.93 	274.53 	6.06 	1	1
79	386568.19 	3124942.94 	274.66 	6.09 	1	1
80	386568.03 	3124942.97 	274.80 	6.11 	1	1
81	386567.87 	3124942.99 	274.95 	6.11 	1	1
82	386567.72 	3124942.99 	275.16 	5.97 	1	1
83	386567.55 	3124943.03 	275.37 	6.00 	1	1
84	386567.38 	3124943.05 	275.63 	6.02 	1	1
85	386567.21 	3124943.07 	275.92 	6.05 	1	1
86	386567.05 	3124943.10 	276.24 	6.08 	1	1
87	386566.89 	3124943.11 	276.60 	6.10 	1	1
88	386566.72 	3124943.15 	276.97 	6.11 	1	1
89	386566.56 	3124943.17 	277.41 	6.14 	1	1
90	386566.39 	3124943.21 	277.88 	6.19 	1	1
91	386566.23 	3124943.23 	278.33 	6.19 	1	1
92	386566.07 	3124943.24 	278.80 	6.10 	1	1
93	386565.90 	3124943.29 	279.36 	6.12 	1	1
94	386565.73 	3124943.34 	279.94 	6.14 	1	1
95	386565.58 	3124943.37 	280.58 	6.15 	1	1
96	386565.41 	3124943.42 	281.23 	6.19 	1	1
